Time	Flight	Lat	Lon	Alt
2021-04-30T07:41:28Z	652681813	1.88862960540103	41.4993353117456	207.8
2021-04-30T07:41:33Z	652681813	1.88862960540103	41.4993353117456	228.299621387896
2021-04-30T07:41:38Z	652681813	1.88862960540103	41.4993353117456	248.799242775792
2021-04-30T07:41:43Z	652681813	1.88862960540103	41.4993353117456	269.298864163688
2021-04-30T07:41:48Z	652681813	1.88862960540103	41.4993353117456	289.798485551585
2021-04-30T07:41:49Z	652681813	1.88862960540103	41.4993353117456	294.611796653462
2021-04-30T07:41:51Z	652681813	1.88910185169498	41.4992646764921	294.611796653462
2021-04-30T07:41:53Z	652681813	1.88953679476361	41.4991098474889	294.611796653462
2021-04-30T07:41:55Z	652681813	1.89000866244428	41.499037812918	294.611796653462
2021-04-30T07:41:57Z	652681813	1.89045528709088	41.4989029256937	294.611796653462
2021-04-30T07:41:59Z	652681813	1.8908710607156	41.4987209402074	294.611796653462
2021-04-30T07:42:04Z	652681813	1.8908710607156	41.4987209402074	282.661913510293
2021-04-30T07:42:09Z	652681813	1.8908710607156	41.4987209402074	270.712030367123
2021-04-30T07:42:14Z	652681813	1.8908710607156	41.4987209402074	258.762147223953
2021-04-30T07:42:19Z	652681813	1.8908710607156	41.4987209402074	246.812264080783
2021-04-30T07:42:24Z	652681813	1.8908710607156	41.4987209402074	234.862380937613
2021-04-30T07:42:27Z	652681813	1.8908710607156	41.4987209402074	227.8
2021-04-30T07:42:32Z	652681813	1.8908710607156	41.4987209402074	227.8
2021-04-30T07:42:37Z	652681813	1.8908710607156	41.4987209402074	227.8
2021-04-30T07:42:37Z	652681813	1.8908710607156	41.4987209402074	227.8
2021-04-30T07:42:42Z	652681813	1.8908710607156	41.4987209402074	248.299446690434
2021-04-30T07:42:47Z	652681813	1.8908710607156	41.4987209402074	268.798893380868
2021-04-30T07:42:52Z	652681813	1.8908710607156	41.4987209402074	289.298340071302
2021-04-30T07:42:54Z	652681813	1.8908710607156	41.4987209402074	294.611796653462
2021-04-30T07:42:44Z	652681813	1.89045528709088	41.4989029256937	294.611796653462
2021-04-30T07:42:47Z	652681813	1.89000866244428	41.499037812918	294.611796653462
2021-04-30T07:42:49Z	652681813	1.88953679476361	41.4991098474889	294.611796653462
2021-04-30T07:42:51Z	652681813	1.88910185169498	41.4992646764921	294.611796653462
2021-04-30T07:42:53Z	652681813	1.88862960540103	41.4993353117456	294.611796653462
2021-04-30T07:42:58Z	652681813	1.88862960540103	41.4993353117456	282.661820515277
2021-04-30T07:43:03Z	652681813	1.88862960540103	41.4993353117456	270.711844377092
2021-04-30T07:43:08Z	652681813	1.88862960540103	41.4993353117456	258.761868238906
2021-04-30T07:43:13Z	652681813	1.88862960540103	41.4993353117456	246.81189210072
2021-04-30T07:43:18Z	652681813	1.88862960540103	41.4993353117456	234.861915962535
2021-04-30T07:43:23Z	652681813	1.88862960540103	41.4993353117456	222.911939824349
2021-04-30T07:43:28Z	652681813	1.88862960540103	41.4993353117456	210.961963686164
2021-04-30T07:43:29Z	652681813	1.88862960540103	41.4993353117456	207.8
